session_row_id,Month,month_num,VisitorType,TrafficType,Weekend,ProductRelated,ProductRelated_Duration,product_duration_min,BounceRates,ExitRates,PageValues,SpecialDay,session_segment
796,Mar,3,Returning_Visitor,10,False,62,3120.211102,52.00351836666667,0.00056338,0.017396907,7.891171006,0.0,High_Potential
799,Mar,3,New_Visitor,8,False,287,12983.78771,216.39646183333335,0.000668896,0.006998399,1.088158231,0.0,High_Potential
809,Mar,3,New_Visitor,2,False,41,1282.5,21.375,0.0,0.007142857,0.0,0.0,High_Potential
825,Mar,3,Returning_Visitor,1,False,51,5818.916667,96.98194445,0.000980392,0.022984749,0.0,0.0,High_Potential
828,Mar,3,Returning_Visitor,1,True,66,2049.458471,34.15764118333333,0.004489796,0.012765306,29.45815149,0.0,High_Potential
842,Mar,3,Returning_Visitor,2,True,63,1656.316667,27.605277783333335,0.004166667,0.015989583,0.0,0.0,High_Potential
854,Mar,3,New_Visitor,2,False,42,1030.266667,17.17111111666667,0.0,0.008695652,0.0,0.0,High_Potential
866,Mar,3,New_Visitor,3,True,84,2756.215152,45.936919200000006,0.0,0.002462121,0.0,0.0,High_Potential
868,Mar,3,Returning_Visitor,3,False,78,1781.69697,29.6949495,0.003205128,0.015811966,0.0,0.0,High_Potential
877,Mar,3,Returning_Visitor,1,False,41,1284.663492,21.4110582,0.016326531,0.032653061,21.22386735,0.0,High_Potential
882,Mar,3,Returning_Visitor,3,False,40,633.4,10.556666666666667,0.002272727,0.017954545,0.0,0.0,High_Potential
884,Mar,3,Returning_Visitor,2,False,137,3909.36829,65.15613816666666,0.0,0.005055944,9.930187005,0.0,High_Potential
891,Mar,3,Returning_Visitor,1,False,47,1842.95,30.715833333333332,0.0,0.01257764,0.0,0.0,High_Potential
894,Mar,3,Returning_Visitor,2,True,38,1054.944444,17.5824074,0.010869565,0.014565217,8.224168543,0.0,High_Potential
906,Mar,3,Returning_Visitor,2,False,57,2099.930554,34.99884256666667,0.003333333,0.009142857,3.29868,0.0,High_Potential
912,Mar,3,Returning_Visitor,1,False,66,3960.646154,66.01076923333333,0.002941176,0.013663064,0.0,0.0,High_Potential
916,Mar,3,Returning_Visitor,1,False,53,967.210697,16.120178283333335,0.000892857,0.033208874,0.0,0.0,High_Potential
924,Mar,3,Returning_Visitor,2,False,113,3000.666667,50.01111111666667,0.003478261,0.005217391,0.0,0.0,High_Potential
932,Mar,3,New_Visitor,2,False,49,1503.490909,25.058181816666668,0.0,0.003508772,0.0,0.0,High_Potential
944,Mar,3,New_Visitor,1,False,39,881.4416667,14.690694445,0.004166667,0.011458333,20.11751289,0.0,High_Potential
948,Mar,3,Returning_Visitor,3,False,43,2798.07381,46.6345635,0.0,0.010971006,2.915511628,0.0,High_Potential
950,Mar,3,Returning_Visitor,1,False,42,1185.666667,19.761111116666665,0.0,0.004761905,0.0,0.0,High_Potential
952,Mar,3,Returning_Visitor,1,False,89,6770.274267,112.83790445,0.006315789,0.030125313,0.0,0.0,High_Potential
965,Mar,3,Returning_Visitor,1,False,68,3135.517677,52.25862795,0.003361345,0.01146836,4.095288919,0.0,High_Potential
966,Mar,3,Returning_Visitor,1,False,55,1127.288305,18.788138416666666,0.003125,0.014499164,0.0,0.0,High_Potential
995,Mar,3,Returning_Visitor,3,False,39,1152.5,19.208333333333332,0.011965812,0.017802198,0.0,0.0,High_Potential
996,Mar,3,Returning_Visitor,1,False,61,2292.679762,38.21132936666667,0.0,0.009552239,0.0,0.0,High_Potential
1025,Mar,3,Returning_Visitor,10,False,67,2502.816667,41.71361111666667,0.006060606,0.011147186,0.0,0.0,High_Potential
1026,Mar,3,Returning_Visitor,3,False,83,1778.125214,29.63542023333333,0.007967033,0.019990486,6.626647741,0.0,High_Potential
1036,Mar,3,Returning_Visitor,2,False,66,4566.952839,76.11588065,0.006470588,0.018141923,0.0,0.0,High_Potential
1037,Mar,3,Returning_Visitor,13,True,65,8646.0,144.1,0.0,0.011764706,0.0,0.0,High_Potential
1041,Mar,3,Returning_Visitor,3,True,50,1694.797619,28.246626983333332,0.008928571,0.018154762,0.0,0.0,High_Potential
1043,Mar,3,Returning_Visitor,1,False,54,1306.151974,21.769199566666668,0.003508772,0.012962963,0.0,0.0,High_Potential
1051,Mar,3,Returning_Visitor,10,False,60,3135.442572,52.257376199999996,0.001666667,0.009358814,0.0,0.0,High_Potential
1056,Mar,3,Returning_Visitor,2,False,40,952.9666667,15.882777778333333,0.001666667,0.016666667,0.0,0.0,High_Potential
1073,Mar,3,Returning_Visitor,3,False,50,1188.566667,19.80944445,0.007843137,0.018300654,0.0,0.0,High_Potential
1075,Mar,3,Returning_Visitor,1,False,38,1663.683333,27.72805555,0.005405405,0.022972973,0.0,0.0,High_Potential
1076,Mar,3,Returning_Visitor,3,True,39,930.3,15.504999999999999,0.001190476,0.010997732,0.0,0.0,High_Potential
1102,Mar,3,Returning_Visitor,1,True,104,3486.690476,58.111507933333336,0.003301887,0.013104972,0.0,0.0,High_Potential
1105,Mar,3,New_Visitor,2,True,54,1405.131241,23.418854016666668,0.0,0.006127451,37.41814196,0.0,High_Potential
1117,Mar,3,Returning_Visitor,10,False,61,5900.351378,98.33918963333333,0.0,0.007213115,0.0,0.0,High_Potential
1131,Mar,3,Returning_Visitor,2,False,55,1509.594444,25.1599074,0.006451613,0.02016129,14.68324522,0.0,High_Potential
1146,Mar,3,Returning_Visitor,13,False,129,7669.250794,127.82084656666666,0.0,0.009135204,0.0,0.0,High_Potential
1149,Mar,3,Returning_Visitor,1,False,56,2633.869048,43.897817466666666,0.003703704,0.016666667,0.0,0.0,High_Potential
1196,Mar,3,Returning_Visitor,2,False,77,4346.541667,72.44236111666667,0.003070175,0.023099415,0.0,0.0,High_Potential
1200,Mar,3,Returning_Visitor,8,False,68,2593.741667,43.22902778333333,0.002941176,0.012843137,0.0,0.0,High_Potential
1202,Mar,3,Returning_Visitor,2,True,53,1518.761111,25.312685183333333,0.007272727,0.005454545,0.0,0.0,High_Potential
1221,Mar,3,Returning_Visitor,2,True,47,1813.208333,30.220138883333334,0.0,0.002083333,0.0,0.0,High_Potential
1226,Mar,3,Returning_Visitor,2,False,38,996.5166667,16.608611111666665,0.000854701,0.016544567,0.0,0.0,High_Potential
1228,Mar,3,Returning_Visitor,2,False,40,1530.248485,25.504141416666666,0.005128205,0.029795821,0.0,0.0,High_Potential
1229,Mar,3,Returning_Visitor,1,False,43,2595.280952,43.25468253333334,0.009090909,0.025378788,0.0,0.0,High_Potential
1231,Mar,3,Returning_Visitor,2,False,54,923.6757353,15.394595588333335,0.0,0.012261867,5.150663602,0.0,High_Potential
1252,Mar,3,Returning_Visitor,1,False,42,1741.483333,29.024722216666664,0.0,0.002051282,27.12804201,0.0,High_Potential
1253,Mar,3,Returning_Visitor,10,False,46,838.6833333,13.978055555,0.0,0.015416667,0.0,0.0,High_Potential
1324,Mar,3,Returning_Visitor,3,True,71,3424.583333,57.07638888333334,0.001315789,0.015,0.0,0.0,High_Potential
1327,Mar,3,Returning_Visitor,3,True,43,1418.5,23.641666666666666,0.0,0.018181818,0.0,0.0,High_Potential
1347,Mar,3,Returning_Visitor,3,False,41,419.0,6.983333333333333,0.01300813,0.03495935,0.0,0.0,High_Potential
1349,Mar,3,Returning_Visitor,6,False,43,1286.688889,21.444814816666668,0.004545455,0.030266123,4.289292857,0.0,High_Potential
1350,Mar,3,Returning_Visitor,1,False,49,1616.083333,26.934722216666668,0.004,0.016,0.0,0.0,High_Potential
1379,Mar,3,Returning_Visitor,3,True,50,2207.391667,36.789861116666664,0.001724138,0.009972955,15.30003763,0.0,High_Potential
1391,Mar,3,Returning_Visitor,2,False,59,1560.601163,26.010019383333333,0.005172414,0.010673235,0.0,0.0,High_Potential
1392,Mar,3,Returning_Visitor,1,False,65,1451.227362,24.1871227,0.003030303,0.008492896,0.0,0.0,High_Potential
1427,Mar,3,Returning_Visitor,1,True,44,1489.144444,24.819074066666666,0.004081633,0.014693878,0.0,0.0,High_Potential
1459,Mar,3,Returning_Visitor,3,True,43,1650.416667,27.50694445,0.0,0.003875969,0.0,0.0,High_Potential
1471,Mar,3,New_Visitor,2,True,38,1524.702381,25.41170635,0.0,0.006628788,0.0,0.0,High_Potential
1479,Mar,3,Returning_Visitor,1,False,74,2396.690316,39.944838600000004,0.002699055,0.020349845,15.03328131,0.0,High_Potential
1484,Mar,3,Returning_Visitor,3,False,48,3332.293511,55.53822518333333,0.0,0.007847222,11.45469444,0.0,High_Potential
1495,Mar,3,Returning_Visitor,3,True,40,1337.842794,22.2973799,0.008695652,0.022304507,0.0,0.0,High_Potential
1496,Mar,3,Returning_Visitor,2,False,43,1770.625,29.510416666666668,0.004255319,0.015153664,0.0,0.0,High_Potential
1499,Mar,3,Returning_Visitor,1,False,93,4261.842857,71.03071428333332,0.002930403,0.021080839,0.0,0.0,High_Potential
1525,Mar,3,Returning_Visitor,1,False,42,1503.25,25.054166666666667,0.001550388,0.031007752,0.0,0.0,High_Potential
1540,Mar,3,Returning_Visitor,10,False,39,2808.666667,46.811111116666666,0.0,0.01025641,0.0,0.0,High_Potential
1542,Mar,3,Returning_Visitor,1,False,69,2124.726768,35.4121128,0.002898551,0.009090177,0.0,0.0,High_Potential
1543,Mar,3,Returning_Visitor,2,False,38,1272.916667,21.21527778333333,0.004878049,0.020139373,9.401136585,0.0,High_Potential
1546,Mar,3,Returning_Visitor,2,False,43,1607.297619,26.78829365,0.002272727,0.015909091,0.0,0.0,High_Potential
1550,Mar,3,Returning_Visitor,1,False,49,2612.357143,43.53928571666667,0.0,0.00952381,0.0,0.0,High_Potential
1554,Mar,3,Returning_Visitor,3,True,194,6737.271825,112.28786375,0.000123762,0.006138614,0.0,0.0,High_Potential
1556,Mar,3,Returning_Visitor,1,True,140,8961.407671,149.35679451666667,0.00137931,0.012980564,0.0,0.0,High_Potential
1565,Mar,3,Returning_Visitor,2,False,54,1470.966667,24.516111116666664,0.009090909,0.024545455,0.0,0.0,High_Potential
1579,Mar,3,New_Visitor,2,False,64,1229.289286,20.488154766666664,0.0,0.002493853,54.95126905,0.0,High_Potential
1593,Mar,3,Returning_Visitor,1,False,49,789.9583333,13.165972221666667,0.004166667,0.015097222,0.0,0.0,High_Potential
1602,Mar,3,Returning_Visitor,10,False,54,2377.0,39.61666666666667,0.0,0.005090909,0.0,0.0,High_Potential
1611,Mar,3,Returning_Visitor,1,False,59,1660.222222,27.670370366666667,0.0,0.011753515,6.475910157,0.0,High_Potential
1619,Mar,3,Returning_Visitor,1,False,63,2777.616667,46.29361111666666,0.0,0.014086022,0.0,0.0,High_Potential
1629,Mar,3,Returning_Visitor,1,False,39,1750.333333,29.17222221666667,0.0,0.008695652,0.0,0.0,High_Potential
1630,Mar,3,Returning_Visitor,1,False,43,1087.25,18.120833333333334,0.0,0.013636364,0.0,0.0,High_Potential
1644,Mar,3,Returning_Visitor,1,False,62,1003.965152,16.732752533333333,0.009850746,0.039110006,0.0,0.0,High_Potential
1649,Mar,3,Returning_Visitor,1,False,67,1231.136508,20.5189418,0.002985075,0.0110199,0.0,0.0,High_Potential
1656,Mar,3,Returning_Visitor,2,False,44,3113.516667,51.89194445,0.001481481,0.016,0.0,0.0,High_Potential
1663,Mar,3,Returning_Visitor,3,True,62,1136.60303,18.943383833333332,0.0,0.003517665,0.0,0.0,High_Potential
1722,Mar,3,New_Visitor,2,False,54,1509.8,25.163333333333334,0.0,0.006779661,7.272067797,0.0,High_Potential
1728,Mar,3,Returning_Visitor,2,False,40,1209.802992,20.1633832,0.004878049,0.01624838,0.0,0.0,High_Potential
1743,Mar,3,Returning_Visitor,2,False,110,3211.827706,53.53046176666667,0.003571429,0.012916667,0.0,0.0,High_Potential
1744,Mar,3,Returning_Visitor,13,True,59,3036.4,50.60666666666667,0.0,0.021186441,0.0,0.0,High_Potential
1751,Mar,3,Returning_Visitor,2,False,60,2126.461941,35.44103235,0.00808768,0.017066636,0.0,0.0,High_Potential
1752,Mar,3,Returning_Visitor,3,True,44,1112.0,18.533333333333335,0.0,0.006818182,0.0,0.0,High_Potential
1759,Mar,3,Returning_Visitor,2,True,39,609.5,10.158333333333333,0.0,0.005128205,0.0,0.0,High_Potential
1762,Mar,3,Returning_Visitor,2,False,49,1077.007576,17.950126266666665,0.0,0.015030864,0.0,0.0,High_Potential
1770,Mar,3,Returning_Visitor,2,False,48,3644.752381,60.745873016666664,0.0,0.016666667,18.20995652,0.0,High_Potential
1771,Mar,3,New_Visitor,2,False,41,1089.75,18.1625,0.0,0.005853659,0.0,0.0,High_Potential
1773,Mar,3,Returning_Visitor,2,False,84,2566.220887,42.77034811666667,0.0,0.007575758,16.56314545,0.0,High_Potential
1779,Mar,3,Returning_Visitor,3,False,46,1852.75,30.879166666666666,0.0,0.005797101,0.0,0.0,High_Potential
1789,Mar,3,Returning_Visitor,2,True,56,2866.90202,47.78170033333333,0.0,0.010451977,85.7528587,0.0,High_Potential
1793,Mar,3,Returning_Visitor,2,False,132,4056.175369,67.60292281666666,0.005882353,0.019282953,0.0,0.0,High_Potential
1822,Mar,3,New_Visitor,2,False,50,3246.977381,54.116289683333335,0.0,0.003846154,0.0,0.0,High_Potential
1823,Mar,3,Returning_Visitor,3,True,62,1573.233333,26.220555549999997,0.0,0.004594595,0.0,0.0,High_Potential
1825,Mar,3,Returning_Visitor,1,False,115,2625.009524,43.750158733333336,0.0,0.004013317,0.0,0.0,High_Potential
1826,Mar,3,Returning_Visitor,10,False,43,3266.127778,54.43546296666667,0.004242424,0.043712341,3.332333333,0.0,High_Potential
1833,Mar,3,Returning_Visitor,1,False,41,4270.141667,71.16902778333333,0.004444444,0.027160494,0.0,0.0,High_Potential
1845,Mar,3,New_Visitor,2,True,46,1596.672282,26.6112047,0.0,0.008,19.92584938,0.0,High_Potential
1846,Mar,3,Returning_Visitor,1,False,54,9128.283883,152.13806471666666,0.011461988,0.039251601,0.0,0.0,High_Potential
1851,Mar,3,Returning_Visitor,2,False,73,2490.138095,41.50230158333333,0.0,0.010365854,30.09281343,0.0,High_Potential
1855,Mar,3,Returning_Visitor,1,False,328,9694.260714,161.5710119,0.001780415,0.010905045,6.467831696,0.0,High_Potential
1857,Mar,3,Returning_Visitor,9,True,61,2183.5,36.391666666666666,0.0,0.003225806,0.0,0.0,High_Potential
1875,Mar,3,Returning_Visitor,10,False,49,574.8333333,9.580555555,0.0,0.012,0.0,0.0,High_Potential
1878,Mar,3,Returning_Visitor,1,True,40,1589.27381,26.48789683333333,0.0,0.020767196,0.0,0.0,High_Potential
1880,Mar,3,Returning_Visitor,3,False,56,1246.919048,20.78198413333333,0.003333333,0.005367521,0.0,0.0,High_Potential
1892,Mar,3,Returning_Visitor,2,True,53,856.7522398,14.279203996666666,0.0,0.002272727,0.0,0.0,High_Potential
1903,Mar,3,New_Visitor,8,False,48,1266.119048,21.101984133333335,0.0,0.005788982,29.01038502,0.0,High_Potential
1911,Mar,3,Returning_Visitor,1,True,53,1200.892857,20.014880950000002,0.001818182,0.018030303,0.0,0.0,High_Potential
1923,Mar,3,Returning_Visitor,2,False,54,1063.95,17.7325,0.0,0.019047619,54.24886418,0.0,High_Potential
1935,Mar,3,Returning_Visitor,2,True,63,2717.327381,45.288789683333334,0.002857143,0.012857143,0.0,0.0,High_Potential
1936,Mar,3,Returning_Visitor,2,True,79,3380.691558,56.3448593,0.002666667,0.023772222,0.0,0.0,High_Potential
1942,Mar,3,Returning_Visitor,2,False,52,2335.064286,38.917738099999994,0.007142857,0.010563841,0.0,0.0,High_Potential
1944,Mar,3,Returning_Visitor,2,True,53,1299.383333,21.65638888333333,0.0,0.003703704,0.0,0.0,High_Potential
1957,Mar,3,New_Visitor,8,True,71,2816.43881,46.94064683333333,0.0,0.002666667,0.0,0.0,High_Potential
1973,Mar,3,Returning_Visitor,1,True,60,3451.751515,57.52919191666667,0.006666667,0.011565934,0.0,0.0,High_Potential
1986,Mar,3,Returning_Visitor,2,False,46,4053.092208,67.5515368,0.014184397,0.029684228,0.0,0.0,High_Potential
1989,Mar,3,Returning_Visitor,2,False,41,1182.106162,19.701769366666667,0.0,0.018485839,4.465398354,0.0,High_Potential
1995,Mar,3,Returning_Visitor,1,False,93,2243.666667,37.39444445,0.010989011,0.031501832,0.0,0.0,High_Potential
2000,Mar,3,Returning_Visitor,2,True,45,1998.444081,33.30740135,0.009090909,0.01644733,2.842307011,0.0,High_Potential
2011,Mar,3,Returning_Visitor,2,False,76,5186.116667,86.43527778333333,0.004878049,0.024837398,6.548011382,0.0,High_Potential
2014,Mar,3,Returning_Visitor,1,False,47,2102.581502,35.043025033333336,0.004166667,0.010416667,14.63957834,0.0,High_Potential
2016,Mar,3,Returning_Visitor,2,False,41,1490.552778,24.8425463,0.0,0.006589147,0.0,0.0,High_Potential
2032,Mar,3,Returning_Visitor,2,False,96,1524.748377,25.412472949999998,0.0,0.007239057,0.0,0.0,High_Potential
2040,Mar,3,Returning_Visitor,1,False,75,3537.991667,58.966527783333326,0.011714286,0.027362361,5.770959977,0.0,High_Potential
2041,Mar,3,Returning_Visitor,1,False,52,1896.272222,31.604537033333333,0.005310734,0.013192815,3.795661017,0.0,High_Potential
2051,Mar,3,Returning_Visitor,1,False,86,2973.008333,49.55013888333334,0.002222222,0.015740741,0.0,0.0,High_Potential
2063,Mar,3,Returning_Visitor,2,False,42,758.75,12.645833333333334,0.004444444,0.015555556,0.0,0.0,High_Potential
2071,Mar,3,Returning_Visitor,1,False,66,4891.972222,81.53287036666667,0.0,0.002159624,0.0,0.0,High_Potential
2073,Mar,3,Returning_Visitor,2,False,150,4764.429997,79.40716661666667,0.0,0.005636724,33.33074497,0.0,High_Potential
2095,May,5,Returning_Visitor,6,False,77,3332.208333,55.536805550000004,0.002040816,0.024719927,0.0,0.6,High_Potential
2096,May,5,Returning_Visitor,13,False,130,4164.936905,69.41561508333332,0.006153846,0.012319347,0.0,0.0,High_Potential
