session_id,Month,month_num,VisitorType,TrafficType,Weekend,is_weekend,ProductRelated,ProductRelated_Duration,product_duration_min,product_view_group,duration_group,BounceRates,ExitRates,PageValues,SpecialDay,Revenue,is_purchase,high_activity,session_segment
15,Feb,2,Returning_Visitor,3,False,0,2,68.0,1.1333333333333333,0-5,0-2min,0.0,0.1,0.0,0.0,False,0,False,Low_Activity_NonPurchase
16,Feb,2,Returning_Visitor,3,False,0,23,1668.285119,27.804751983333333,21-50,20min+,0.008333333,0.016312636,0.0,0.0,False,0,False,Low_Activity_NonPurchase
17,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
18,Feb,2,Returning_Visitor,4,True,1,13,334.9666667,5.582777778333334,11-20,5-10min,0.0,0.007692308,0.0,0.0,False,0,False,Low_Activity_NonPurchase
19,Feb,2,Returning_Visitor,3,False,0,2,32.0,0.5333333333333333,0-5,0-2min,0.0,0.1,0.0,0.0,False,0,False,Low_Activity_NonPurchase
20,Feb,2,Returning_Visitor,4,False,0,20,2981.166667,49.686111116666666,11-20,20min+,0.0,0.01,0.0,0.0,False,0,False,Low_Activity_NonPurchase
21,Feb,2,Returning_Visitor,1,True,1,8,136.1666667,2.269444445,6-10,2-5min,0.0,0.008333333,0.0,1.0,False,0,False,Low_Activity_NonPurchase
22,Feb,2,Returning_Visitor,3,False,0,2,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
23,Feb,2,Returning_Visitor,5,False,0,3,105.0,1.75,0-5,0-2min,0.0,0.033333333,0.0,0.0,False,0,False,Low_Activity_NonPurchase
24,Feb,2,Returning_Visitor,3,False,0,2,15.0,0.25,0-5,0-2min,0.0,0.1,0.0,0.8,False,0,False,Low_Activity_NonPurchase
25,Feb,2,Returning_Visitor,1,True,1,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
26,Feb,2,Returning_Visitor,3,False,0,5,156.0,2.6,0-5,2-5min,0.0,0.04,0.0,0.0,False,0,False,Low_Activity_NonPurchase
27,Feb,2,Returning_Visitor,3,False,0,32,1135.444444,18.924074066666666,21-50,10-20min,0.002857143,0.00952381,0.0,0.0,False,0,False,Low_Activity_NonPurchase
28,Feb,2,Returning_Visitor,3,False,0,4,76.0,1.2666666666666666,0-5,0-2min,0.05,0.1,0.0,0.0,False,0,False,Low_Activity_NonPurchase
29,Feb,2,Returning_Visitor,3,False,0,4,63.0,1.05,0-5,0-2min,0.0,0.05,0.0,0.2,False,0,False,Low_Activity_NonPurchase
30,Feb,2,Returning_Visitor,1,False,0,45,1582.75,26.379166666666666,21-50,20min+,0.043478261,0.050821256,54.17976426,0.4,False,0,True,High_Potential
31,Feb,2,Returning_Visitor,3,False,0,2,35.0,0.5833333333333334,0-5,0-2min,0.0,0.1,0.0,0.0,False,0,False,Low_Activity_NonPurchase
32,Feb,2,Returning_Visitor,6,True,1,3,78.0,1.3,0-5,0-2min,0.0,0.066666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
33,Feb,2,Returning_Visitor,1,False,0,8,209.5,3.4916666666666667,6-10,2-5min,0.0,0.025,0.0,0.0,False,0,False,Low_Activity_NonPurchase
34,Feb,2,Returning_Visitor,1,False,0,10,183.6666667,3.061111111666667,6-10,2-5min,0.04,0.08,0.0,0.0,False,0,False,Low_Activity_NonPurchase
35,Feb,2,Returning_Visitor,1,False,0,14,380.5,6.341666666666667,11-20,5-10min,0.014285714,0.028571429,0.0,0.0,False,0,False,Low_Activity_NonPurchase
36,Feb,2,Returning_Visitor,1,False,0,52,2086.242857,34.770714283333334,50+,20min+,0.015384615,0.020352564,0.0,0.0,False,0,True,High_Potential
37,Feb,2,Returning_Visitor,4,True,1,8,388.0,6.466666666666667,6-10,5-10min,0.025,0.05625,0.0,0.0,False,0,False,Low_Activity_NonPurchase
38,Feb,2,Returning_Visitor,4,False,0,5,298.0,4.966666666666667,0-5,2-5min,0.0,0.028571429,0.0,0.8,False,0,False,Low_Activity_NonPurchase
39,Feb,2,Returning_Visitor,3,False,0,7,63.0,1.05,6-10,0-2min,0.028571429,0.071428571,0.0,0.6,False,0,False,Low_Activity_NonPurchase
40,Feb,2,Returning_Visitor,6,False,0,9,482.0,8.033333333333333,6-10,5-10min,0.0,0.022222222,0.0,0.0,False,0,False,Low_Activity_NonPurchase
41,Feb,2,Returning_Visitor,4,False,0,46,4084.393939,68.07323231666666,21-50,20min+,0.0,0.001794872,0.0,0.0,False,0,True,High_Potential
42,Feb,2,Returning_Visitor,2,False,0,3,22.0,0.36666666666666664,0-5,0-2min,0.0,0.066666667,0.0,0.6,False,0,False,Low_Activity_NonPurchase
43,Feb,2,Returning_Visitor,4,False,0,15,310.1666667,5.169444445,11-20,5-10min,0.0,0.006666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
44,Feb,2,Returning_Visitor,3,False,0,2,34.0,0.5666666666666667,0-5,0-2min,0.0,0.05,0.0,0.4,False,0,False,Low_Activity_NonPurchase
45,Feb,2,Returning_Visitor,3,False,0,4,88.0,1.4666666666666666,0-5,0-2min,0.0,0.05,0.0,0.0,False,0,False,Low_Activity_NonPurchase
46,Feb,2,Returning_Visitor,4,False,0,22,622.25,10.370833333333334,21-50,10-20min,0.003030303,0.006060606,0.0,0.2,False,0,False,Low_Activity_NonPurchase
47,Feb,2,Returning_Visitor,2,False,0,14,222.4,3.7066666666666666,11-20,2-5min,0.017142857,0.057142857,0.0,0.0,False,0,False,Low_Activity_NonPurchase
48,Feb,2,Returning_Visitor,3,False,0,3,80.0,1.3333333333333333,0-5,0-2min,0.066666667,0.133333333,0.0,0.2,False,0,False,Low_Activity_NonPurchase
49,Feb,2,Returning_Visitor,3,False,0,11,800.8333333,13.347222221666668,11-20,10-20min,0.0,0.003636364,0.0,0.0,False,0,False,Low_Activity_NonPurchase
50,Feb,2,Returning_Visitor,2,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.6,False,0,False,Low_Activity_NonPurchase
51,Feb,2,Returning_Visitor,4,True,1,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
52,Feb,2,Returning_Visitor,3,False,0,12,265.1666667,4.419444445,11-20,2-5min,0.011111111,0.026111111,0.0,0.2,False,0,False,Low_Activity_NonPurchase
53,Feb,2,Returning_Visitor,2,True,1,2,29.0,0.48333333333333334,0-5,0-2min,0.0,0.1,0.0,1.0,False,0,False,Low_Activity_NonPurchase
54,Feb,2,Returning_Visitor,3,False,0,4,160.0,2.6666666666666665,0-5,2-5min,0.0,0.075,0.0,0.0,False,0,False,Low_Activity_NonPurchase
55,Feb,2,Returning_Visitor,4,False,0,4,135.6666667,2.2611111116666667,0-5,2-5min,0.05,0.025,0.0,0.4,False,0,False,Low_Activity_NonPurchase
56,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.2,False,0,False,Low_Activity_NonPurchase
57,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.6,False,0,False,Low_Activity_NonPurchase
58,Feb,2,Returning_Visitor,1,False,0,36,998.7416667,16.645694445,21-50,10-20min,0.0,0.014736467,19.44707913,0.2,False,0,False,Low_Activity_NonPurchase
59,Feb,2,Returning_Visitor,3,False,0,4,104.0,1.7333333333333334,0-5,0-2min,0.0,0.05,0.0,0.4,False,0,False,Low_Activity_NonPurchase
60,Feb,2,Returning_Visitor,1,False,0,16,381.6865079,6.361441798333333,11-20,5-10min,0.011764706,0.046568627,0.0,0.6,False,0,False,Low_Activity_NonPurchase
61,Feb,2,Returning_Visitor,3,False,0,6,169.0,2.816666666666667,6-10,2-5min,0.0,0.016666667,0.0,0.4,False,0,False,Low_Activity_NonPurchase
62,Feb,2,Returning_Visitor,3,False,0,8,400.8,6.680000000000001,6-10,5-10min,0.05,0.120833333,0.0,0.0,False,0,False,Low_Activity_NonPurchase
63,Feb,2,Returning_Visitor,2,False,0,42,1553.583333,25.89305555,21-50,20min+,0.009,0.019666667,38.30849268,0.0,False,0,True,High_Potential
64,Feb,2,Returning_Visitor,4,True,1,14,706.5,11.775,11-20,10-20min,0.0,0.007142857,0.0,0.0,False,0,False,Low_Activity_NonPurchase
65,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
66,Feb,2,Returning_Visitor,1,False,0,27,798.3333333,13.305555555000002,21-50,10-20min,0.0,0.012643678,22.9160357,0.8,True,1,False,Low_Activity_Purchase
67,Feb,2,Returning_Visitor,3,False,0,90,6951.972222,115.8662037,50+,20min+,0.002150538,0.015013034,0.0,0.0,False,0,True,High_Potential
68,Feb,2,Returning_Visitor,1,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.6,False,0,False,Low_Activity_NonPurchase
69,Feb,2,Returning_Visitor,4,False,0,18,902.0,15.033333333333333,11-20,10-20min,0.0,0.007407407,0.0,0.0,False,0,False,Low_Activity_NonPurchase
70,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.2,False,0,False,Low_Activity_NonPurchase
71,Feb,2,Returning_Visitor,2,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
72,Feb,2,Returning_Visitor,1,False,0,20,197.3777778,3.28962963,11-20,2-5min,0.025,0.0525,0.0,0.0,False,0,False,Low_Activity_NonPurchase
73,Feb,2,Returning_Visitor,3,False,0,2,43.0,0.7166666666666667,0-5,0-2min,0.0,0.1,0.0,0.4,False,0,False,Low_Activity_NonPurchase
74,Feb,2,Returning_Visitor,2,False,0,8,426.6666667,7.111111111666667,6-10,5-10min,0.0,0.0125,0.0,0.0,False,0,False,Low_Activity_NonPurchase
75,Feb,2,Returning_Visitor,3,False,0,3,135.0,2.25,0-5,2-5min,0.0,0.066666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
76,Feb,2,Returning_Visitor,1,False,0,16,588.3333333,9.805555555000002,11-20,5-10min,0.0,0.025,0.0,0.0,False,0,False,Low_Activity_NonPurchase
77,Feb,2,Returning_Visitor,2,False,0,36,2111.341667,35.18902778333334,21-50,20min+,0.004347826,0.014492754,11.43941195,0.0,True,1,False,Low_Activity_Purchase
78,Feb,2,Returning_Visitor,3,False,0,2,76.0,1.2666666666666666,0-5,0-2min,0.0,0.05,0.0,0.6,False,0,False,Low_Activity_NonPurchase
79,Feb,2,Returning_Visitor,3,True,1,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,1.0,False,0,False,Low_Activity_NonPurchase
80,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.4,False,0,False,Low_Activity_NonPurchase
81,Feb,2,Returning_Visitor,5,True,1,7,208.0,3.466666666666667,6-10,2-5min,0.0,0.028571429,0.0,0.0,False,0,False,Low_Activity_NonPurchase
82,Feb,2,Returning_Visitor,3,False,0,4,270.0,4.5,0-5,2-5min,0.0,0.016666667,0.0,0.8,False,0,False,Low_Activity_NonPurchase
83,Feb,2,Returning_Visitor,3,False,0,6,39.5,0.6583333333333333,6-10,0-2min,0.0,0.02,0.0,0.0,False,0,False,Low_Activity_NonPurchase
84,Feb,2,Returning_Visitor,1,False,0,12,375.0,6.25,11-20,5-10min,0.016666667,0.058333333,0.0,0.0,False,0,False,Low_Activity_NonPurchase
85,Feb,2,Returning_Visitor,1,True,1,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.8,False,0,False,Low_Activity_NonPurchase
86,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
87,Feb,2,Returning_Visitor,1,False,0,7,150.0,2.5,6-10,2-5min,0.057142857,0.085714286,0.0,0.0,False,0,False,Low_Activity_NonPurchase
88,Feb,2,Returning_Visitor,3,False,0,3,138.0,2.3,0-5,2-5min,0.0,0.066666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
89,Feb,2,Returning_Visitor,3,False,0,7,337.5,5.625,6-10,5-10min,0.028571429,0.023809524,0.0,0.4,False,0,False,Low_Activity_NonPurchase
90,Feb,2,Returning_Visitor,2,False,0,19,620.0333333,10.333888888333332,11-20,10-20min,0.0,0.007894737,0.0,0.0,False,0,False,Low_Activity_NonPurchase
91,Feb,2,Returning_Visitor,3,False,0,15,168.8461538,2.8141025633333334,11-20,2-5min,0.0,0.011764706,0.0,0.4,False,0,False,Low_Activity_NonPurchase
92,Feb,2,Returning_Visitor,2,True,1,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
93,Feb,2,Returning_Visitor,3,False,0,2,52.0,0.8666666666666667,0-5,0-2min,0.0,0.1,0.0,0.0,False,0,False,Low_Activity_NonPurchase
94,Feb,2,New_Visitor,5,False,0,13,649.25,10.820833333333333,11-20,10-20min,0.0,0.015384615,0.0,0.0,False,0,False,Low_Activity_NonPurchase
95,Feb,2,Returning_Visitor,3,False,0,27,925.3333333,15.422222221666667,21-50,10-20min,0.003703704,0.025925926,0.0,0.6,False,0,False,Low_Activity_NonPurchase
96,Feb,2,Returning_Visitor,3,False,0,2,33.0,0.55,0-5,0-2min,0.0,0.1,0.0,0.2,False,0,False,Low_Activity_NonPurchase
97,Feb,2,Returning_Visitor,3,False,0,6,1566.5,26.108333333333334,6-10,20min+,0.05,0.066666667,0.0,0.2,False,0,False,Low_Activity_NonPurchase
98,Feb,2,Returning_Visitor,4,False,0,4,105.0,1.75,0-5,0-2min,0.0,0.025,0.0,0.6,False,0,False,Low_Activity_NonPurchase
99,Feb,2,Returning_Visitor,7,False,0,7,50.0,0.8333333333333334,6-10,0-2min,0.038095238,0.080952381,0.0,0.6,False,0,False,Low_Activity_NonPurchase
100,Feb,2,Returning_Visitor,4,False,0,16,644.2,10.736666666666668,11-20,10-20min,0.004166667,0.031666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
101,Feb,2,Returning_Visitor,2,False,0,38,2635.177778,43.91962963333334,21-50,20min+,0.0,0.008947368,0.0,0.4,False,0,True,High_Potential
102,Feb,2,Returning_Visitor,4,True,1,19,607.0,10.116666666666667,11-20,10-20min,0.0,0.026984127,17.53595893,1.0,True,1,False,Low_Activity_Purchase
103,Feb,2,Returning_Visitor,2,False,0,6,415.0,6.916666666666667,6-10,5-10min,0.0,0.033333333,0.0,0.4,False,0,False,Low_Activity_NonPurchase
104,Feb,2,Returning_Visitor,3,False,0,36,2083.530952,34.72551586666667,21-50,20min+,0.0,0.01351025,0.0,0.8,False,0,False,Low_Activity_NonPurchase
105,Feb,2,Returning_Visitor,4,False,0,17,281.6666667,4.694444445,11-20,2-5min,0.007058824,0.017647059,0.0,0.0,False,0,False,Low_Activity_NonPurchase
106,Feb,2,Returning_Visitor,2,False,0,2,27.0,0.45,0-5,0-2min,0.15,0.15,0.0,0.0,False,0,False,Low_Activity_NonPurchase
107,Feb,2,Returning_Visitor,3,False,0,9,215.0,3.5833333333333335,6-10,2-5min,0.044444444,0.074074074,0.0,0.8,False,0,False,Low_Activity_NonPurchase
108,Feb,2,Returning_Visitor,3,False,0,12,162.0,2.7,11-20,2-5min,0.05,0.066666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
109,Feb,2,Returning_Visitor,3,False,0,2,114.0,1.9,0-5,0-2min,0.05,0.066666667,0.0,0.8,False,0,False,Low_Activity_NonPurchase
110,Feb,2,Returning_Visitor,3,False,0,128,5062.213753,84.37022921666667,50+,20min+,0.000854701,0.01791847,0.0,0.0,False,0,True,High_Potential
111,Feb,2,Returning_Visitor,3,False,0,4,253.0,4.216666666666667,0-5,2-5min,0.0,0.016666667,0.0,0.6,False,0,False,Low_Activity_NonPurchase
112,Feb,2,Returning_Visitor,3,False,0,4,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.4,False,0,False,Low_Activity_NonPurchase
113,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.8,False,0,False,Low_Activity_NonPurchase
114,Feb,2,Returning_Visitor,1,False,0,25,436.5,7.275,21-50,5-10min,0.008,0.024,0.0,0.2,False,0,False,Low_Activity_NonPurchase
115,Feb,2,Returning_Visitor,3,False,0,30,1045.833333,17.43055555,21-50,10-20min,0.012903226,0.035483871,0.0,0.2,False,0,False,Low_Activity_NonPurchase
116,Feb,2,Returning_Visitor,4,True,1,12,317.8333333,5.297222221666667,11-20,5-10min,0.0,0.005555556,0.0,0.0,False,0,False,Low_Activity_NonPurchase
117,Feb,2,Returning_Visitor,3,False,0,21,1146.333333,19.105555550000002,21-50,10-20min,0.0,0.012962963,0.0,0.8,False,0,False,Low_Activity_NonPurchase
118,Feb,2,Returning_Visitor,1,False,0,11,577.0,9.616666666666667,11-20,5-10min,0.018181818,0.027272727,0.0,0.2,False,0,False,Low_Activity_NonPurchase
119,Feb,2,Returning_Visitor,3,False,0,8,95.0,1.5833333333333333,6-10,0-2min,0.0,0.075,0.0,0.0,False,0,False,Low_Activity_NonPurchase
120,Feb,2,Returning_Visitor,3,False,0,6,301.5,5.025,6-10,5-10min,0.0,0.111111111,0.0,0.0,False,0,False,Low_Activity_NonPurchase
121,Feb,2,Returning_Visitor,1,False,0,6,243.0,4.05,6-10,2-5min,0.0,0.033333333,0.0,0.0,False,0,False,Low_Activity_NonPurchase
122,Feb,2,Returning_Visitor,2,False,0,4,135.5,2.2583333333333333,0-5,2-5min,0.0,0.05,0.0,0.6,False,0,False,Low_Activity_NonPurchase
123,Feb,2,Returning_Visitor,3,False,0,14,442.3333333,7.372222221666666,11-20,5-10min,0.0,0.034375,0.0,0.8,False,0,False,Low_Activity_NonPurchase
124,Feb,2,Returning_Visitor,3,False,0,3,41.0,0.6833333333333333,0-5,0-2min,0.0,0.066666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
125,Feb,2,Returning_Visitor,1,False,0,11,292.9,4.881666666666666,11-20,2-5min,0.028,0.11952381,0.0,0.0,False,0,False,Low_Activity_NonPurchase
126,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
127,Feb,2,Returning_Visitor,3,False,0,9,1238.333333,20.638888883333333,6-10,20min+,0.0,0.040740741,0.0,0.4,False,0,False,Low_Activity_NonPurchase
128,Feb,2,Returning_Visitor,3,False,0,10,225.4666667,3.7577777783333333,6-10,2-5min,0.0,0.05,0.0,0.4,False,0,False,Low_Activity_NonPurchase
129,Feb,2,Returning_Visitor,3,False,0,51,1873.216667,31.220277783333334,50+,20min+,0.0,0.00754717,0.0,0.6,False,0,True,High_Potential
130,Feb,2,Returning_Visitor,1,False,0,3,13.0,0.21666666666666667,0-5,0-2min,0.133333333,0.166666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
131,Feb,2,Returning_Visitor,2,True,1,2,222.0,3.7,0-5,2-5min,0.0,0.1,0.0,0.0,False,0,False,Low_Activity_NonPurchase
132,Feb,2,Returning_Visitor,6,False,0,16,214.8333333,3.5805555549999997,11-20,2-5min,0.0,0.022222222,0.0,0.0,False,0,False,Low_Activity_NonPurchase
133,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
134,Feb,2,Returning_Visitor,3,False,0,6,2017.166667,33.619444449999996,6-10,20min+,0.0,0.011111111,0.0,0.8,False,0,False,Low_Activity_NonPurchase
135,Feb,2,Returning_Visitor,3,False,0,26,449.0277778,7.483796296666667,21-50,5-10min,0.0,0.018518519,0.0,0.6,False,0,False,Low_Activity_NonPurchase
136,Feb,2,Returning_Visitor,2,False,0,6,158.1666667,2.6361111116666667,6-10,2-5min,0.0,0.033333333,0.0,0.0,False,0,False,Low_Activity_NonPurchase
137,Feb,2,Returning_Visitor,2,False,0,9,303.6666667,5.0611111116666665,6-10,5-10min,0.005555556,0.046296296,0.0,0.0,False,0,False,Low_Activity_NonPurchase
138,Feb,2,Returning_Visitor,5,False,0,3,25.0,0.4166666666666667,0-5,0-2min,0.0,0.066666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
139,Feb,2,Returning_Visitor,4,False,0,2,42.0,0.7,0-5,0-2min,0.05,0.15,0.0,0.4,False,0,False,Low_Activity_NonPurchase
140,Feb,2,Returning_Visitor,3,False,0,14,1003.416667,16.723611116666667,11-20,10-20min,0.0,0.018039216,0.0,0.2,False,0,False,Low_Activity_NonPurchase
141,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
142,Feb,2,Returning_Visitor,3,False,0,9,272.5,4.541666666666667,6-10,2-5min,0.0,0.011851852,0.0,0.2,False,0,False,Low_Activity_NonPurchase
143,Feb,2,Returning_Visitor,3,False,0,8,344.0,5.733333333333333,6-10,5-10min,0.0,0.007407407,0.0,0.0,False,0,False,Low_Activity_NonPurchase
144,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
145,Feb,2,Returning_Visitor,6,False,0,10,852.0,14.2,6-10,10-20min,0.0,0.009090909,0.0,0.0,False,0,False,Low_Activity_NonPurchase
146,Feb,2,Returning_Visitor,3,False,0,3,780.0,13.0,0-5,10-20min,0.066666667,0.066666667,0.0,0.4,False,0,False,Low_Activity_NonPurchase
147,Feb,2,Returning_Visitor,1,False,0,3,1038.0,17.3,0-5,10-20min,0.0,0.033333333,0.0,0.0,False,0,False,Low_Activity_NonPurchase
148,Feb,2,Returning_Visitor,3,False,0,4,573.0,9.55,0-5,5-10min,0.0,0.05,0.0,0.0,False,0,False,Low_Activity_NonPurchase
149,Feb,2,Returning_Visitor,3,False,0,28,1231.233333,20.520555549999997,21-50,20min+,0.007142857,0.030357143,0.0,0.0,False,0,False,Low_Activity_NonPurchase
150,Feb,2,Returning_Visitor,1,False,0,11,316.6666667,5.277777778333333,11-20,5-10min,0.0,0.027272727,0.0,0.8,False,0,False,Low_Activity_NonPurchase
151,Feb,2,Returning_Visitor,1,False,0,20,873.7365079,14.562275131666667,11-20,10-20min,0.0075,0.028166667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
152,Feb,2,Returning_Visitor,4,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.4,False,0,False,Low_Activity_NonPurchase
153,Feb,2,Returning_Visitor,1,False,0,4,16.0,0.26666666666666666,0-5,0-2min,0.1,0.15,0.0,0.0,False,0,False,Low_Activity_NonPurchase
154,Feb,2,Returning_Visitor,3,False,0,19,615.0,10.25,11-20,10-20min,0.0,0.026315789,0.0,0.2,False,0,False,Low_Activity_NonPurchase
155,Feb,2,Returning_Visitor,1,False,0,9,261.75,4.3625,6-10,2-5min,0.0,0.026666667,0.0,0.0,False,0,False,Low_Activity_NonPurchase
156,Feb,2,Returning_Visitor,1,True,1,21,615.8831169,10.264718615,21-50,10-20min,0.033333333,0.04993081,0.0,0.0,False,0,False,Low_Activity_NonPurchase
157,Feb,2,Returning_Visitor,2,True,1,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
158,Feb,2,Returning_Visitor,3,True,1,6,117.5,1.9583333333333333,6-10,0-2min,0.0,0.033333333,0.0,0.8,False,0,False,Low_Activity_NonPurchase
159,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
160,Feb,2,Returning_Visitor,3,False,0,1,0.0,0.0,0-5,0-2min,0.2,0.2,0.0,0.0,False,0,False,Low_Activity_NonPurchase
161,Feb,2,Returning_Visitor,2,False,0,23,501.6666667,8.361111111666666,21-50,5-10min,0.008695652,0.01884058,0.0,0.6,False,0,False,Low_Activity_NonPurchase
162,Feb,2,Returning_Visitor,1,True,1,31,829.1666667,13.819444444999998,21-50,10-20min,0.03030303,0.040606061,0.0,0.0,False,0,False,Low_Activity_NonPurchase
163,Feb,2,Returning_Visitor,2,True,1,23,1223.0,20.383333333333333,21-50,20min+,0.015217391,0.012463768,0.0,0.0,False,0,False,Low_Activity_NonPurchase
164,Feb,2,Returning_Visitor,3,False,0,6,467.0,7.783333333333333,6-10,5-10min,0.0,0.016666667,0.0,0.4,False,0,False,Low_Activity_NonPurchase
165,Feb,2,Returning_Visitor,3,False,0,23,737.1666667,12.286111111666665,21-50,10-20min,0.008695652,0.011594203,0.0,0.6,False,0,False,Low_Activity_NonPurchase
166,Feb,2,Returning_Visitor,2,False,0,12,129.0,2.15,11-20,2-5min,0.0,0.033333333,0.0,0.0,False,0,False,Low_Activity_NonPurchase
167,Feb,2,Returning_Visitor,3,False,0,5,63.0,1.05,0-5,0-2min,0.0,0.04,0.0,0.0,False,0,False,Low_Activity_NonPurchase
